County,Stabr,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,Ethnicities.White Alone	 not Hispanic or Latino
Frederick County,MD,0.5,5.0,10.7,10.5,0.1,3.1,80.7,71.7
Frederick County,VA,0.5,1.8,4.7,9.3,0.1,2.4,90.5,82.3
Fredericksburg City,VA,0.2,2.7,22.1,10.7,0.1,7.1,62.3,59.4
Freeborn County,MN,0.6,3.0,1.6,10.2,0.2,1.5,93.1,83.8
Freestone County,TX,1.5,0.9,15.8,16.1,0.0,2.1,79.7,66.2
Fremont County,CO,1.9,1.0,4.0,13.5,0.1,2.0,91.1,78.8
Fremont County,IA,0.3,0.4,0.9,3.0,0.0,1.3,97.1,94.4
Fremont County,ID,1.1,0.4,0.8,12.5,0.4,1.3,96.0,84.9
Fremont County,WY,22.0,0.5,0.6,7.0,0.1,3.0,73.7,69.5
Fresno County,CA,3.0,11.1,5.8,53.8,0.3,3.2,76.6,28.6
Frio County,TX,1.0,2.7,4.1,79.9,0.0,1.0,91.0,14.1
Frontier County,NE,0.8,0.2,0.5,3.2,-1.0,1.2,97.3,94.5
Fulton County,AR,0.8,0.3,0.7,1.7,0.0,2.1,96.0,94.5
Fulton County,GA,0.3,7.6,44.5,7.2,0.0,2.2,45.5,39.6
Fulton County,IL,0.7,0.3,4.1,3.1,0.0,1.0,93.8,91.5
Fulton County,IN,0.9,0.7,0.9,5.4,0.0,1.5,96.0,91.4
Fulton County,KY,0.5,0.9,24.5,2.3,0.1,2.5,71.5,69.9
Fulton County,NY,0.3,0.7,2.2,3.5,0.0,1.6,95.1,92.2
Fulton County,OH,0.4,0.4,0.9,8.8,0.1,1.4,96.9,88.8
Fulton County,PA,0.3,0.2,1.3,1.3,0.0,1.3,96.9,95.8
Furnas County,NE,0.7,0.4,0.5,4.9,0.0,1.2,97.0,92.6
Gadsden County,FL,0.6,0.6,55.5,10.9,0.1,1.2,41.9,32.5
Gage County,NE,0.6,0.7,0.8,2.9,0.0,1.5,96.3,94.0
Gaines County,TX,1.1,0.4,2.3,42.5,0.0,1.3,94.9,54.4
Galax City,VA,0.0,0.6,7.5,14.5,0.2,0.3,89.6,79.1
Gallatin County,IL,0.5,0.2,0.7,1.6,-1.0,1.8,96.8,95.3
Gallatin County,KY,0.3,0.5,1.7,5.2,0.1,2.0,95.4,91.0
Gallatin County,MT,1.1,1.6,0.5,4.0,0.1,2.1,94.7,91.3
Gallia County,OH,0.5,0.7,2.3,1.4,0.3,1.9,94.3,93.1
Galveston County,TX,0.8,3.5,13.2,25.4,0.1,2.1,80.3,56.7
Garden County,NE,1.3,-1.0,0.3,5.5,0.1,1.6,96.7,91.7
Garfield County,CO,1.7,0.9,1.3,29.3,0.2,2.0,94.0,67.4
Garfield County,MT,0.6,0.1,0.4,0.7,-1.0,0.6,98.3,97.5
Garfield County,NE,0.2,0.1,0.3,1.8,0.1,0.4,99.0,97.3
Garfield County,OK,3.3,1.3,3.2,13.2,3.8,4.1,84.3,73.1
Garfield County,UT,3.0,1.1,0.6,6.5,0.3,1.7,93.4,88.2
Garfield County,WA,0.7,3.2,0.1,5.6,-1.0,3.2,92.8,88.1
Garland County,AR,0.8,0.9,8.8,5.9,0.1,2.6,87.0,81.7
Garrard County,KY,0.3,0.3,2.1,2.2,0.0,1.4,95.8,94.0
Garrett County,MD,0.2,0.4,1.1,1.2,0.0,1.0,97.3,96.2
Garvin County,OK,9.0,0.6,2.4,9.5,0.1,5.8,82.2,74.6
Garza County,TX,1.0,0.8,7.4,52.0,0.1,1.7,89.0,39.7
Gasconade County,MO,0.4,0.4,0.6,1.6,0.0,1.4,97.1,95.8
Gaston County,NC,0.6,1.6,17.9,7.6,0.1,2.2,77.6,71.1
Gates County,NC,0.6,0.3,31.2,2.4,0.1,2.4,65.3,63.6
Geary County,KS,1.5,3.3,18.1,16.3,1.4,6.2,69.5,56.6
Geauga County,OH,0.1,0.7,1.2,1.6,0.0,1.0,96.9,95.4
Gem County,ID,1.2,1.0,0.3,8.6,0.2,2.3,95.0,87.3
Genesee County,MI,0.6,1.0,20.3,3.6,0.0,2.8,75.3,72.4
Genesee County,NY,1.2,0.7,3.2,3.5,0.0,2.0,92.9,90.2
Geneva County,AL,1.1,0.4,9.3,4.2,0.1,2.0,87.1,83.6
Gentry County,MO,0.4,0.4,0.6,1.9,-1.0,1.5,97.0,95.5
George County,MS,0.5,0.8,7.7,3.0,0.0,1.2,89.7,87.0
Georgetown County,SC,0.3,0.5,30.4,3.2,0.1,1.1,67.6,65.0
Gibson County,IN,0.4,0.6,2.7,1.8,0.0,2.0,94.4,92.9
Gibson County,TN,0.3,0.4,18.1,2.8,0.0,1.8,79.4,77.1
Gila County,AZ,18.2,0.9,0.8,18.9,0.1,1.7,78.2,61.6
Gilchrist County,FL,0.7,0.6,5.7,6.0,0.1,1.7,91.2,85.9
Giles County,TN,0.5,0.6,10.3,3.0,0.1,2.2,86.4,83.8
Giles County,VA,0.3,0.6,1.6,1.8,0.0,1.3,96.3,94.7
Gillespie County,TX,1.2,0.5,0.7,23.8,0.1,1.0,96.5,74.1
Gilliam County,OR,2.1,0.9,0.3,7.4,0.5,2.6,93.5,87.4
Gilmer County,GA,0.7,0.7,1.4,11.8,0.5,1.2,95.5,85.5
Gilmer County,WV,0.9,0.8,10.8,5.5,0.1,1.7,85.7,81.6
Gilpin County,CO,1.3,1.5,1.3,7.1,0.2,2.1,93.5,87.6
Glacier County,MT,64.7,0.4,0.3,3.6,0.0,3.1,31.5,30.2
Glades County,FL,5.2,0.7,13.7,21.8,0.1,1.5,78.8,59.5
Gladwin County,MI,0.6,0.5,0.5,2.0,0.0,1.2,97.1,95.3
Glascock County,GA,0.5,0.1,8.5,1.9,0.1,1.6,89.1,87.5
Glasscock County,TX,0.5,0.1,1.6,39.3,0.1,0.6,97.1,58.3
Glenn County,CA,3.2,3.1,1.3,42.5,0.2,3.0,89.1,50.5
Gloucester County,NJ,0.3,3.1,11.2,6.7,0.1,2.3,83.0,77.8
Gloucester County,VA,0.6,0.9,8.0,3.8,0.1,2.7,87.8,84.7
Glynn County,GA,0.5,1.6,26.6,6.8,0.2,1.9,69.2,63.6
Gogebic County,MI,3.4,0.5,0.6,1.8,0.1,1.9,93.6,92.2
Golden Valley County,MT,2.2,0.6,0.9,4.9,-1.0,3.8,92.6,88.9
Golden Valley County,ND,1.6,0.2,0.7,3.4,0.1,1.3,96.1,93.2
Goliad County,TX,1.1,0.5,5.0,35.8,0.0,1.4,92.0,58.1
Gonzales County,TX,1.7,0.5,7.5,51.3,0.1,1.3,88.8,41.1
Goochland County,VA,0.4,1.7,15.8,3.1,0.0,1.7,80.4,77.8
Goodhue County,MN,1.5,0.8,1.5,3.4,0.1,1.7,94.4,91.7
Gooding County,ID,2.0,0.8,0.6,29.2,0.3,2.0,94.3,67.6
Gordon County,GA,0.6,1.4,4.4,16.5,0.4,1.7,91.5,76.7
Goshen County,WY,1.5,1.1,1.1,10.8,0.1,1.5,94.7,85.2
Gosper County,NE,0.8,0.4,0.8,5.9,-1.0,1.4,96.6,90.9
Gove County,KS,0.1,0.9,0.6,3.1,0.0,1.3,97.1,94.3
Grady County,GA,1.3,0.7,29.8,12.1,0.3,1.5,66.5,57.4
Grady County,OK,6.2,0.5,2.3,6.0,0.1,5.1,85.8,81.1
Grafton County,NH,0.4,3.9,1.3,2.5,0.0,1.9,92.5,90.4
Graham County,AZ,13.5,0.7,1.9,33.2,0.2,2.0,81.7,51.0
Graham County,KS,0.8,1.7,3.9,3.9,-1.0,2.9,90.7,87.8
Graham County,NC,7.9,0.5,0.5,3.7,0.1,2.2,88.6,86.1
Grainger County,TN,0.5,0.3,1.0,3.4,0.1,1.2,97.0,94.1
Grand County,CO,0.9,0.9,1.0,9.6,0.2,1.9,95.2,86.7
Grand County,UT,4.8,1.5,0.9,10.6,0.1,2.1,90.5,81.9
Grand Forks County,ND,2.9,2.9,4.4,4.7,0.1,2.9,86.8,83.1
Grand Isle County,VT,1.5,0.6,0.9,2.1,0.1,3.0,94.0,92.3
Grand Traverse County,MI,1.3,0.8,0.8,3.0,0.1,2.0,95.1,92.7
Granite County,MT,0.9,0.4,0.5,2.4,0.0,2.0,96.1,94.0
Grant County,AR,0.5,0.4,2.7,3.0,0.1,1.7,94.7,92.3
Grant County,IN,0.4,1.0,7.4,4.4,0.0,2.7,88.4,84.7
Grant County,KS,3.0,0.6,1.0,48.5,-1.0,1.7,93.6,49.0
Grant County,KY,0.3,0.5,1.0,2.9,0.2,1.2,96.8,94.3
Grant County,MN,0.6,0.4,0.6,2.3,0.1,1.6,96.6,94.8
Grant County,ND,2.1,0.3,0.1,1.5,-1.0,2.0,95.6,94.7
Grant County,NE,0.2,0.2,0.5,1.4,-1.0,1.1,98.1,96.6
Grant County,NM,2.5,0.9,1.4,50.4,0.2,2.3,92.8,45.8
Grant County,OK,3.0,0.3,1.5,5.8,0.0,3.3,91.9,86.9
Grant County,OR,1.7,0.7,0.3,3.9,0.1,2.9,94.3,91.3
Grant County,SD,1.4,0.4,0.5,5.0,0.1,1.4,96.3,92.1
Grant County,WA,2.3,1.2,1.8,42.2,0.2,2.4,92.1,53.3
Grant County,WI,0.3,0.9,1.5,1.8,0.0,0.8,96.4,94.9
Grant County,WV,0.2,0.2,1.2,1.4,0.0,1.0,97.3,96.2
Grant Parish,LA,1.2,0.5,15.4,5.1,0.1,1.9,81.0,76.7
Granville County,NC,0.9,0.7,31.9,8.5,0.1,1.9,64.5,57.8
Gratiot County,MI,0.7,0.5,6.2,6.3,0.0,1.4,91.1,85.5
Graves County,KY,0.5,0.5,4.2,7.2,0.1,2.2,92.4,86.0
Gray County,KS,0.6,0.6,1.9,16.1,0.0,1.1,95.8,81.4
Gray County,TX,1.6,0.7,5.6,29.8,0.0,2.2,89.8,62.0
Grays Harbor County,WA,5.6,1.5,1.4,10.3,0.3,4.1,87.1,79.0
Grayson County,KY,0.3,0.3,1.2,1.4,0.0,1.3,97.0,95.8
Grayson County,TX,1.8,1.6,6.2,14.2,0.1,2.8,87.5,74.6
Grayson County,VA,0.3,0.2,5.7,3.8,0.0,1.2,92.5,89.1
Greeley County,KS,0.8,0.4,0.6,19.6,-1.0,0.8,97.3,78.6
Greeley County,NE,0.1,0.1,0.7,2.3,-1.0,0.7,98.4,96.3
Green County,KY,0.5,0.2,2.0,1.9,0.0,1.6,95.7,94.1
Green County,WI,0.4,0.7,0.8,3.1,0.1,1.2,96.8,94.1
Green Lake County,WI,0.6,0.7,1.1,5.2,0.0,1.1,96.4,91.7
Greenbrier County,WV,0.4,0.6,2.7,2.1,0.0,1.9,94.3,92.5
Greene County,AL,0.4,0.3,79.9,1.7,-1.0,0.9,18.5,17.5
Greene County,AR,0.6,0.4,1.8,3.0,0.4,1.6,95.2,92.6
Greene County,GA,1.2,1.2,32.9,6.4,0.1,1.4,63.2,58.4
Greene County,IA,0.6,0.6,0.5,3.2,0.0,1.2,97.0,94.1
Greene County,IL,0.3,0.2,1.3,1.3,0.0,0.8,97.3,96.1
Greene County,IN,0.4,0.4,0.3,1.6,0.0,1.1,97.8,96.4
Greene County,MO,0.8,2.3,3.5,3.9,0.1,3.0,90.3,87.0
Greene County,MS,0.4,0.2,25.4,1.2,0.0,0.8,73.2,72.2
Greene County,NC,2.2,0.6,36.8,15.7,0.3,1.4,58.7,46.6
Greene County,NY,0.5,1.3,6.1,6.3,0.0,2.2,89.8,84.8
Greene County,OH,0.3,3.1,7.3,3.0,0.1,3.1,86.1,83.7
Greene County,PA,0.3,0.4,3.7,1.6,0.0,1.3,94.3,93.1
Greene County,TN,0.4,0.6,2.2,3.0,0.1,1.3,95.4,92.8
Greene County,VA,0.4,2.0,7.3,6.0,0.1,2.6,87.6,82.2
Greenlee County,AZ,4.1,0.8,2.1,47.7,0.1,2.7,90.1,45.5
Greensville County,VA,0.3,0.7,60.2,2.8,0.0,1.1,37.8,35.7
Greenup County,KY,0.4,0.6,0.9,1.1,0.0,1.2,97.0,96.1
Greenville County,SC,0.5,2.7,18.4,9.5,0.1,2.0,76.3,68.0
Greenwood County,KS,1.7,0.4,0.6,4.1,-1.0,2.7,94.6,91.2
Greenwood County,SC,0.5,1.3,32.3,6.2,0.1,1.5,64.3,59.4
Greer County,OK,4.0,0.3,8.7,12.0,0.1,3.7,83.2,73.7
Gregg County,TX,1.0,1.4,20.9,19.2,0.1,2.2,74.4,57.0
Gregory County,SD,7.6,0.5,0.4,1.7,0.1,2.8,88.6,87.7
Grenada County,MS,0.3,0.5,42.9,1.6,0.0,1.1,55.3,54.2
Griggs County,ND,0.7,0.2,0.4,1.3,-1.0,0.4,98.3,97.1
Grimes County,TX,1.0,0.4,15.5,24.7,0.1,1.9,81.1,58.2
Grundy County,IA,0.2,0.4,0.6,1.4,0.1,0.9,97.9,96.7
Grundy County,IL,0.4,0.8,1.8,10.5,0.1,1.3,95.6,85.8
Grundy County,MO,0.5,1.1,1.0,2.4,0.0,1.4,95.9,93.8
Grundy County,TN,0.7,0.4,0.7,1.3,0.0,1.3,97.0,95.8
Guadalupe County,NM,3.5,1.3,2.4,78.7,-1.0,2.4,90.4,16.3
Guadalupe County,TX,1.0,2.0,8.8,38.5,0.2,2.8,85.1,49.3
Guernsey County,OH,0.4,0.5,1.6,1.1,0.0,2.1,95.5,94.6
Guilford County,NC,0.8,5.3,35.4,8.4,0.1,2.5,56.0,49.4
Gulf County,FL,0.7,0.5,11.3,3.0,0.0,2.3,85.1,82.5
Gunnison County,CO,2.7,0.9,0.6,9.6,0.0,2.0,93.9,86.8
Guthrie County,IA,0.4,0.3,0.7,2.8,0.1,1.2,97.3,94.6
Gwinnett County,GA,0.8,12.5,29.8,21.7,0.1,2.9,53.8,35.4
Haakon County,SD,2.7,0.3,0.3,1.7,0.1,3.6,93.0,91.6
Habersham County,GA,1.1,2.3,3.9,15.5,0.3,1.8,90.6,76.9
Haines Borough,AK,10.8,0.9,0.6,3.6,-1.0,7.9,79.8,77.1
Hale County,AL,0.3,0.3,58.0,1.4,0.0,0.7,40.7,39.7
Hale County,TX,1.7,0.7,5.8,60.4,0.1,1.5,90.2,32.9
Halifax County,NC,4.1,0.9,53.8,3.1,0.1,1.3,39.9,38.0
Halifax County,VA,0.4,0.7,36.3,2.2,0.0,1.5,61.2,59.7
Hall County,GA,0.8,2.1,8.1,29.1,0.2,1.7,87.0,60.1
Hall County,NE,2.1,1.4,3.8,29.0,0.5,1.6,90.7,65.1
Hall County,TX,1.6,0.5,9.1,35.1,0.1,1.7,87.1,55.0
Hamblen County,TN,0.9,1.0,4.5,12.1,0.3,2.0,91.3,81.0
Hamilton County,FL,1.1,0.8,33.2,9.8,0.0,2.1,62.8,54.7
Hamilton County,IA,0.5,2.4,1.4,6.2,0.0,1.6,94.1,88.6
Hamilton County,IL,0.4,0.4,0.6,1.9,0.0,1.0,97.5,95.9
Hamilton County,IN,0.2,6.5,4.5,4.3,0.0,2.1,86.6,82.8
Hamilton County,KS,2.1,0.2,3.1,37.0,0.2,2.1,92.2,59.8
Hamilton County,NE,0.3,0.4,0.5,3.9,0.0,1.2,97.7,94.1
Hamilton County,NY,0.3,0.8,1.1,2.0,0.1,1.5,96.2,94.5
Hamilton County,OH,0.3,2.9,26.6,3.6,0.1,2.6,67.6,64.8
Hamilton County,TN,0.5,2.2,19.3,6.0,0.1,1.9,75.9,70.9
Hamilton County,TX,2.0,0.9,1.0,13.4,0.1,1.4,94.7,83.4
Hamlin County,SD,1.0,0.4,0.6,4.5,0.0,1.1,96.9,92.9
Hampden County,MA,0.8,2.7,10.9,26.3,0.2,2.8,82.6,61.4
Hampshire County,MA,0.3,5.7,3.4,5.9,0.1,2.5,88.0,83.3
Hampshire County,WV,0.2,0.3,1.4,1.5,0.1,1.2,96.8,95.6
Hampton County,SC,0.5,0.6,53.1,4.2,0.1,1.5,44.2,41.4
Hampton City,VA,0.5,2.5,49.9,5.8,0.2,4.2,41.1,38.2
Hancock County,GA,0.6,1.0,71.0,2.7,0.0,0.9,26.5,24.4
Hancock County,IA,0.3,0.5,1.0,4.9,0.1,1.1,97.0,92.5
Hancock County,IL,0.4,0.4,0.6,1.6,0.1,1.1,97.4,96.1
Hancock County,IN,0.3,0.9,3.2,2.6,0.0,1.7,93.9,91.7
Hancock County,KY,0.4,0.3,1.5,1.7,0.0,1.1,96.7,95.2
Hancock County,ME,0.5,1.2,1.0,1.6,0.0,1.4,95.8,94.5
Hancock County,MS,0.7,0.9,8.4,3.9,0.1,2.2,87.7,84.5
Hancock County,OH,0.4,2.0,2.1,5.8,0.0,1.9,93.7,88.6
Hancock County,TN,0.4,0.2,0.6,0.7,0.0,1.6,97.1,96.6
Hancock County,WV,0.2,0.5,2.7,1.6,0.0,1.6,94.9,93.6
Hand County,SD,0.5,0.4,0.2,1.3,0.0,1.0,97.9,96.6
Hanover County,VA,0.5,1.9,9.5,3.1,0.1,2.0,86.0,83.5
Hansford County,TX,1.8,0.4,1.0,49.3,0.1,1.4,95.3,48.5
Hanson County,SD,0.8,0.5,0.8,1.5,0.0,1.4,96.5,95.3
Haralson County,GA,0.4,0.8,4.5,2.0,0.0,1.7,92.5,90.8
Hardee County,FL,1.2,1.1,7.6,43.6,0.1,1.7,88.3,47.0
Hardeman County,TN,0.3,0.8,42.2,1.8,0.0,1.5,55.2,53.9
Hardeman County,TX,1.2,0.6,5.7,24.2,-1.0,2.5,90.0,67.9
Hardin County,IA,0.4,1.1,1.5,4.5,0.1,1.3,95.6,91.6
Hardin County,IL,0.7,0.5,0.4,2.4,0.1,1.4,96.8,94.5
Hardin County,KY,0.5,2.3,12.7,5.8,0.3,3.8,80.5,75.8
Hardin County,OH,0.3,0.7,1.0,1.9,0.1,1.7,96.3,94.6
Hardin County,TN,0.6,0.6,3.3,2.7,0.0,1.5,93.9,91.6
Hardin County,TX,0.6,0.7,5.6,6.0,0.0,1.5,91.5,86.1
Harding County,NM,2.9,0.3,0.6,46.9,-1.0,1.3,94.9,52.2
Harding County,SD,2.5,0.2,1.3,2.6,-1.0,1.9,94.0,91.8
Hardy County,WV,0.3,0.7,3.2,4.9,0.1,1.7,94.1,89.9
Harford County,MD,0.3,3.1,14.8,4.8,0.1,2.8,78.8,75.1
Harlan County,KY,0.2,0.4,2.1,1.1,0.1,1.2,95.9,95.0
Harlan County,NE,0.6,0.2,0.2,2.2,-1.0,0.9,98.0,95.9
Harmon County,OK,3.2,1.7,8.5,30.0,-1.0,5.2,81.5,54.8
Harnett County,NC,1.7,1.3,21.9,13.4,0.2,3.5,71.3,60.7
Harney County,OR,4.4,0.6,1.0,5.1,0.0,3.3,90.6,86.4
Harper County,KS,1.5,0.5,0.7,6.2,0.2,2.2,94.9,89.7
Harper County,OK,2.3,0.2,0.5,22.6,0.2,2.1,94.6,73.8
Harris County,GA,0.5,1.2,16.7,3.9,0.1,1.9,79.6,76.5
Harris County,TX,1.1,7.3,20.0,43.7,0.1,2.0,69.6,28.7
Harrison County,IA,0.4,0.4,0.4,1.9,0.0,1.3,97.5,95.9
Harrison County,IN,0.3,0.4,0.7,2.1,0.1,1.3,97.1,95.3
Harrison County,KY,0.3,0.3,2.3,2.5,0.1,1.6,95.4,93.4
Harrison County,MO,0.6,0.4,0.6,2.6,0.1,1.5,96.8,94.6
Harrison County,MS,0.5,2.9,25.9,5.6,0.1,2.8,67.8,63.2
Harrison County,OH,0.2,0.2,2.1,1.2,0.0,1.7,95.8,94.8
Harrison County,TX,1.2,0.8,21.1,13.6,0.1,1.8,75.0,63.0
Harrison County,WV,0.2,0.6,1.9,1.7,0.0,1.7,95.5,94.0
Harrisonburg City,VA,0.1,3.9,7.4,19.7,0.0,6.7,80.4,66.1
Hart County,GA,0.2,1.2,19.1,3.8,0.0,1.7,77.8,74.6
Hart County,KY,0.3,0.5,4.5,1.9,0.0,1.8,92.9,91.3
Hartford County,CT,0.6,6.1,15.8,18.8,0.1,2.6,74.8,59.9
Hartley County,TX,0.8,0.8,7.0,27.9,0.0,1.2,90.1,63.2
Harvey County,KS,1.0,1.1,1.8,12.1,0.1,2.5,93.5,82.4
Haskell County,KS,1.5,0.8,0.6,31.4,0.3,1.6,95.2,65.9
Haskell County,OK,17.7,0.9,0.9,4.7,0.1,7.4,73.1,69.8
Haskell County,TX,1.1,0.9,4.8,28.6,-1.0,2.4,90.8,64.6
Hawaii County,HI,0.6,21.2,0.8,12.9,12.8,30.5,34.0,30.2
Hawkins County,TN,0.4,0.6,1.5,1.7,0.0,1.2,96.3,94.9
Hayes County,NE,0.5,0.4,0.4,5.4,0.1,1.1,97.4,92.1
Hays County,TX,1.2,1.7,4.6,40.1,0.1,2.3,90.0,52.5
Haywood County,NC,0.7,0.6,1.4,4.3,0.0,1.4,95.9,92.2
Haywood County,TN,0.4,0.3,50.6,4.3,0.1,1.3,47.3,44.0
Heard County,GA,0.5,0.5,9.8,2.9,0.0,2.3,86.9,84.6
Hemphill County,TX,1.6,1.3,0.8,34.2,0.1,1.2,95.0,62.6
Hempstead County,AR,0.7,0.5,30.5,13.3,0.2,2.4,65.7,53.9
Henderson County,IL,0.3,0.5,0.6,1.9,0.1,1.3,97.2,95.6
Henderson County,KY,0.4,0.6,8.4,2.8,0.1,2.1,88.4,86.1
Henderson County,NC,0.7,1.3,3.4,10.3,0.2,1.9,92.5,83.1
Henderson County,TN,0.4,0.4,7.8,2.5,0.0,2.0,89.5,87.4
Henderson County,TX,0.9,0.7,6.4,13.6,0.1,2.0,89.8,77.4
Hendricks County,IN,0.3,3.1,7.8,4.3,0.1,2.1,86.6,82.9
Hendry County,FL,2.0,1.0,11.8,55.3,0.2,1.7,83.3,31.3
Hennepin County,MN,1.1,7.5,13.8,7.0,0.1,3.3,74.2,68.4
Henrico County,VA,0.4,9.1,30.9,6.0,0.1,2.6,57.0,52.2
Henry County,AL,0.5,0.4,25.9,2.7,0.0,1.6,71.6,69.5
Henry County,GA,0.4,3.4,48.4,7.2,0.1,2.6,45.1,40.0
Henry County,IA,0.4,2.6,2.8,5.1,0.2,1.7,92.4,87.7
Henry County,IL,0.3,0.5,2.0,6.0,0.0,1.6,95.6,90.2
Henry County,IN,0.2,0.5,2.7,2.0,0.0,1.4,95.1,93.3
Henry County,KY,0.4,0.4,3.0,3.4,0.1,2.0,94.1,91.1
Henry County,MO,0.8,0.4,1.2,2.6,0.1,2.0,95.5,93.3
Henry County,OH,0.5,0.5,0.8,7.8,0.0,1.2,97.0,89.9
Henry County,TN,0.4,0.6,7.6,2.9,0.0,1.9,89.4,87.0
Henry County,VA,0.4,0.5,22.6,5.8,0.1,2.0,74.4,69.5
Herkimer County,NY,0.3,0.6,1.5,2.3,0.0,1.5,96.0,94.2
Hernando County,FL,0.5,1.4,6.1,14.8,0.1,2.3,89.6,76.5
Hertford County,NC,1.3,0.8,61.0,4.1,0.1,1.4,35.5,32.7
Hettinger County,ND,3.6,0.4,0.6,2.8,0.2,2.4,92.9,90.7
Hickman County,KY,0.3,0.4,9.4,2.0,0.0,2.2,87.6,85.8
Hickman County,TN,0.7,0.4,5.0,2.6,0.0,1.6,92.3,90.0
Hickory County,MO,1.1,0.3,0.6,2.0,0.1,1.9,96.0,94.2
Hidalgo County,NM,1.5,0.6,1.8,58.0,0.2,1.4,94.5,38.9
Hidalgo County,TX,0.5,1.0,0.9,92.5,0.0,0.5,97.0,5.9
Highland County,OH,0.4,0.4,1.5,1.3,0.0,1.8,95.8,94.9
Highland County,VA,0.3,0.6,1.1,1.1,-1.0,0.3,97.6,96.7
Highlands County,FL,0.7,1.5,10.5,21.1,0.1,1.8,85.4,66.1
Hill County,MT,24.9,0.5,0.6,4.0,0.1,3.4,70.5,68.3
Hill County,TX,1.0,0.7,6.7,21.2,0.1,1.9,89.6,70.0
Hillsborough County,FL,0.5,4.4,18.0,29.7,0.1,2.9,74.1,47.7
Hillsborough County,NH,0.3,4.5,3.2,7.3,0.1,2.1,89.9,83.8
Hillsdale County,MI,0.6,0.5,0.7,2.4,0.0,1.5,96.7,94.5
Hinds County,MS,0.1,0.7,73.1,1.6,0.0,0.9,25.1,23.9
Hinsdale County,CO,1.3,1.0,1.5,5.7,-1.0,3.0,93.2,88.4
Hitchcock County,NE,0.7,0.2,0.3,3.4,-1.0,1.1,97.8,94.7
Hocking County,OH,0.4,0.4,0.7,1.1,0.0,1.5,97.0,96.1
Hockley County,TX,1.3,0.5,4.0,48.7,0.1,1.3,92.8,46.2
Hodgeman County,KS,0.6,4.3,1.3,6.9,-1.0,1.5,92.3,85.6
Hoke County,NC,9.1,1.5,35.5,13.9,0.4,4.5,49.0,38.7
Holmes County,FL,1.1,0.7,6.7,2.9,0.2,2.4,88.9,86.4
Holmes County,MS,0.2,0.3,83.1,1.2,0.0,0.8,15.7,15.2
Holmes County,OH,0.1,0.2,0.4,1.0,0.0,0.7,98.6,97.7
Holt County,MO,1.3,0.4,0.5,1.6,0.0,1.3,96.5,95.1
Holt County,NE,0.8,0.5,0.4,5.5,0.1,0.9,97.2,92.5
Honolulu County,HI,0.3,42.9,2.8,10.0,9.6,22.8,21.6,17.9
Hood County,TX,1.0,0.9,1.2,12.8,0.1,1.5,95.4,83.5
Hood River County,OR,1.3,1.8,0.8,31.9,0.2,2.6,93.3,63.0
Hooker County,NE,0.4,0.3,-1.0,2.9,-1.0,1.8,97.5,95.0
Hoonah-Angoon Census Area,AK,38.1,1.0,2.2,6.0,0.2,9.7,48.8,46.6
Hopewell City,VA,0.1,1.4,43.5,7.9,0.0,2.4,50.9,46.5
Hopkins County,KY,0.3,0.6,6.8,2.2,0.1,2.2,90.0,88.2
Hopkins County,TX,1.0,0.7,7.4,17.4,0.1,2.0,88.7,72.8
Horry County,SC,0.6,1.4,12.9,6.1,0.1,2.1,82.9,77.7
Hot Spring County,AR,0.6,0.4,11.3,3.7,0.1,2.1,85.4,82.3
Hot Springs County,WY,1.9,0.6,0.7,4.5,0.1,1.9,94.8,90.9
Houghton County,MI,0.8,3.0,0.9,1.8,0.0,1.7,93.5,92.1
Houston County,AL,0.5,1.1,27.4,3.4,0.1,2.1,68.8,66.1
Houston County,GA,0.4,3.3,32.9,6.6,0.2,3.0,60.2,54.9
Houston County,MN,0.3,0.7,0.7,1.2,0.0,1.5,96.7,95.7
Houston County,TN,0.5,0.5,3.0,2.5,0.1,2.2,93.8,91.7
Houston County,TX,0.7,0.8,25.2,11.6,0.0,1.4,71.9,61.5
Howard County,AR,1.4,0.6,21.1,13.2,0.1,1.8,75.0,63.3
Howard County,IA,0.3,0.4,0.7,1.7,0.1,1.1,97.5,96.1
Howard County,IN,0.4,1.3,7.9,3.5,0.0,2.8,87.5,84.6
Howard County,MD,0.4,19.3,20.4,7.3,0.1,3.9,55.9,50.3
Howard County,MO,0.8,0.3,5.2,1.7,0.1,2.2,91.4,90.2
Howard County,NE,0.6,0.5,0.5,2.3,0.1,0.9,97.3,95.6
Howard County,TX,1.6,1.2,7.0,43.4,0.1,1.9,88.2,47.9
Howell County,MO,0.8,0.7,0.6,2.2,0.1,1.8,96.0,94.1
Hubbard County,MN,2.9,0.6,0.5,2.4,0.1,2.1,93.8,92.3
Hudson County,NJ,1.1,16.4,14.8,42.7,0.2,2.7,64.7,29.0
Hudspeth County,TX,2.0,1.6,3.8,76.9,0.2,2.3,90.2,17.2
Huerfano County,CO,5.3,0.9,1.4,33.9,0.3,3.3,88.7,61.6
Hughes County,OK,20.4,0.3,5.8,5.9,0.1,7.7,65.7,61.9
Hughes County,SD,12.1,0.8,0.7,3.2,0.0,2.8,83.6,81.6
