County,Stabr,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,Ethnicities.White Alone	 not Hispanic or Latino
Potter County,PA,0.4,0.4,0.7,1.5,0.0,1.0,97.4,96.3
Potter County,SD,2.6,0.8,0.6,2.4,0.0,1.9,94.0,92.3
Potter County,TX,1.4,5.8,11.1,39.1,0.1,2.1,79.4,43.2
Powder River County,MT,1.9,0.1,0.1,2.3,-1.0,3.0,94.8,92.7
Powell County,KY,0.4,0.4,1.1,1.8,0.0,1.2,96.8,95.3
Powell County,MT,5.4,0.4,1.2,2.9,0.1,1.9,91.0,88.6
Power County,ID,3.8,0.5,1.1,34.6,0.2,2.2,92.2,60.7
Poweshiek County,IA,0.5,1.9,1.7,3.2,0.1,1.6,94.3,91.7
Powhatan County,VA,0.4,0.6,9.2,2.3,0.1,1.6,88.0,86.1
Prairie County,AR,0.4,0.1,11.4,2.0,0.1,1.4,86.5,84.9
Prairie County,MT,1.6,0.8,0.4,4.7,-1.0,3.5,93.7,89.0
Pratt County,KS,1.0,1.0,1.7,7.3,0.0,2.4,93.8,87.8
Preble County,OH,0.4,0.6,0.8,1.0,0.0,1.4,96.9,96.1
Prentiss County,MS,0.3,0.3,14.3,1.6,0.0,1.4,83.7,82.5
Presidio County,TX,1.7,3.1,1.4,82.0,0.0,1.4,92.2,12.9
Presque Isle County,MI,1.0,0.6,0.6,1.5,0.0,1.2,96.5,95.4
Preston County,WV,0.2,0.2,1.1,1.6,0.0,1.0,97.4,95.9
Price County,WI,0.8,0.7,0.7,1.9,0.9,1.6,95.2,93.7
Prince Edward County,VA,0.3,1.4,32.8,3.0,0.1,2.0,63.4,61.2
Prince George County,VA,0.7,2.2,32.6,8.6,0.4,3.7,60.3,54.2
Prince George's County,MD,1.2,4.4,64.4,19.5,0.2,2.7,27.1,12.3
Prince William County,VA,1.1,9.4,22.2,24.5,0.2,4.7,62.4,41.5
Prince of Wales-Hyder Census Area,AK,42.6,1.2,0.6,3.9,0.4,8.6,46.5,44.9
Providence County,RI,1.4,4.6,12.5,23.9,0.3,3.3,77.9,60.1
Prowers County,CO,2.1,0.6,1.0,39.0,0.0,2.2,94.1,57.5
Pueblo County,CO,3.2,1.1,2.6,43.2,0.2,3.0,90.0,51.7
Pulaski County,AR,0.4,2.3,37.9,6.2,0.1,2.2,57.2,51.6
Pulaski County,GA,0.4,1.2,32.0,3.6,0.1,1.7,64.6,61.8
Pulaski County,IL,0.7,0.4,30.6,2.5,0.1,3.3,64.9,63.3
Pulaski County,IN,0.5,0.7,1.0,3.1,0.0,1.3,96.6,93.6
Pulaski County,KY,0.4,0.8,1.2,2.6,0.0,1.2,96.3,94.1
Pulaski County,MO,1.2,3.0,12.5,11.8,0.6,4.4,78.2,69.1
Pulaski County,VA,0.3,0.7,5.0,1.8,0.0,1.7,92.3,90.7
Pushmataha County,OK,19.3,0.3,1.2,4.3,0.0,6.3,72.9,70.1
Putnam County,FL,0.7,0.7,16.4,10.2,0.1,1.8,80.3,71.2
Putnam County,GA,0.5,0.6,26.3,6.2,0.2,1.2,71.1,66.1
Putnam County,IL,0.3,0.6,0.8,6.3,0.0,1.2,97.1,91.3
Putnam County,IN,0.4,1.2,3.8,2.0,0.0,1.5,93.0,91.4
Putnam County,MO,0.3,0.5,0.3,2.5,0.0,1.3,97.6,95.3
Putnam County,NY,0.5,2.3,3.9,16.4,0.1,1.9,91.3,77.1
Putnam County,OH,0.4,0.3,0.6,6.6,0.0,0.8,98.0,92.0
Putnam County,TN,0.8,1.6,2.4,6.5,0.1,1.8,93.3,87.9
Putnam County,WV,0.3,0.8,1.2,1.3,0.0,1.3,96.3,95.2
Quay County,NM,2.8,1.2,2.3,46.0,0.2,2.7,90.9,48.9
Queen Anne's County,MD,0.5,1.2,6.3,4.3,0.1,2.0,89.8,86.3
Queens County,NY,1.3,26.9,20.7,28.2,0.2,3.0,47.8,24.9
Quitman County,GA,0.7,0.3,48.5,2.0,-1.0,1.3,49.2,47.6
Quitman County,MS,0.3,0.2,71.7,1.8,0.0,1.3,26.5,25.3
Rabun County,GA,0.5,1.0,1.6,7.9,0.1,1.8,95.0,88.1
Racine County,WI,0.7,1.3,12.0,13.6,0.1,2.6,83.3,71.4
Radford City,VA,0.0,1.6,9.9,2.9,0.0,3.2,84.8,83.3
Rains County,TX,1.2,0.8,2.7,9.4,0.1,1.7,93.5,84.8
Raleigh County,WV,0.3,0.9,8.0,1.7,0.0,2.0,88.8,87.5
Ralls County,MO,0.2,0.3,1.4,1.3,0.1,1.5,96.4,95.2
Ramsey County,MN,1.0,15.3,12.9,7.5,0.1,3.7,67.1,61.1
Ramsey County,ND,10.5,1.2,1.3,3.2,0.0,3.3,83.7,82.0
Randall County,TX,1.0,1.8,3.5,23.1,0.1,2.1,91.5,70.0
Randolph County,AL,0.5,0.5,19.2,3.0,0.1,1.7,78.0,75.4
Randolph County,AR,0.6,0.4,1.2,2.2,1.8,1.7,94.3,92.4
Randolph County,GA,0.1,0.6,61.5,2.7,0.1,0.8,36.9,35.1
Randolph County,IL,0.3,0.5,10.6,3.3,0.1,1.3,87.1,84.5
Randolph County,IN,0.5,0.4,0.7,3.7,0.1,1.3,97.0,93.7
Randolph County,MO,0.6,0.8,5.6,2.2,0.0,2.5,90.5,88.8
Randolph County,NC,1.2,1.5,6.6,12.0,0.1,1.8,88.8,78.4
Randolph County,WV,0.3,0.5,1.6,1.1,0.0,1.2,96.4,95.5
Rankin County,MS,0.2,1.4,21.6,2.8,0.1,1.2,75.5,73.1
Ransom County,ND,0.9,1.1,0.8,2.5,0.0,1.7,95.5,93.2
Rapides Parish,LA,0.9,1.4,32.0,3.2,0.0,2.0,63.7,61.0
Rappahannock County,VA,0.4,1.0,4.2,4.4,0.1,2.0,92.4,88.3
Ravalli County,MT,1.2,0.7,0.4,3.7,0.1,1.9,95.7,92.6
Rawlins County,KS,0.7,0.9,0.9,7.7,0.1,2.1,95.3,88.7
Ray County,MO,0.7,0.4,1.5,2.6,0.1,1.8,95.5,93.4
Reagan County,TX,1.1,0.6,3.5,70.6,-1.0,2.8,92.0,25.2
Real County,TX,2.0,0.4,1.1,27.8,0.3,1.9,94.3,68.4
Red Lake County,MN,2.3,0.4,0.7,4.1,0.1,1.9,94.6,91.5
Red River County,TX,1.7,0.4,16.6,7.0,0.0,2.0,79.4,73.8
Red River Parish,LA,0.7,0.2,39.7,2.7,0.0,1.0,58.4,56.1
Red Willow County,NE,0.9,0.4,1.3,5.6,0.0,1.4,96.0,91.2
Redwood County,MN,5.0,2.6,1.1,3.8,0.1,2.3,88.9,86.4
Reeves County,TX,1.0,1.6,5.6,74.6,0.1,1.0,90.8,18.2
Refugio County,TX,1.2,0.9,6.3,50.6,-1.0,1.8,89.8,41.8
Reno County,KS,0.9,0.6,3.4,9.7,0.1,2.5,92.6,83.9
Rensselaer County,NY,0.3,2.8,8.1,5.2,0.1,2.6,86.2,82.6
Renville County,MN,1.6,0.9,0.6,9.0,0.0,1.4,95.5,87.3
Renville County,ND,0.9,0.3,0.4,2.8,0.2,1.6,96.6,94.5
Republic County,KS,0.3,0.6,0.8,2.4,0.0,1.7,96.6,94.7
Reynolds County,MO,1.1,0.2,1.2,1.7,0.0,2.8,94.6,93.2
Rhea County,TN,0.6,0.7,2.2,5.2,0.1,1.9,94.6,90.2
Rice County,KS,1.3,1.3,1.7,11.6,0.1,2.7,92.9,82.7
Rice County,MN,0.7,2.2,6.2,8.5,0.1,1.8,89.0,81.3
Rich County,UT,0.7,0.3,0.4,6.8,0.1,1.3,97.2,91.2
Richardson County,NE,3.3,0.4,0.5,1.9,0.0,2.7,93.0,91.7
Richland County,IL,0.3,0.9,0.9,1.9,0.0,1.4,96.4,94.8
Richland County,MT,2.7,0.5,0.5,5.5,0.0,2.9,93.4,88.9
Richland County,ND,3.1,0.6,1.1,3.6,0.0,1.9,93.2,90.5
Richland County,OH,0.2,0.8,9.6,2.1,0.0,2.3,87.0,85.4
Richland County,SC,0.4,3.0,48.7,5.3,0.1,2.4,45.4,41.5
Richland County,WI,0.5,0.8,0.9,2.5,0.1,1.1,96.6,94.4
Richland Parish,LA,0.4,0.3,35.6,2.4,0.0,1.1,62.5,60.7
Richmond County,GA,0.4,1.8,57.7,5.1,0.2,2.7,37.1,33.7
Richmond County,NC,3.3,1.0,31.9,6.8,0.2,2.3,61.3,56.5
Richmond County,NY,0.7,10.9,11.6,18.6,0.1,2.2,74.5,59.6
Richmond County,VA,0.6,0.7,29.6,7.3,0.1,2.3,66.8,60.5
Richmond City,VA,0.4,2.1,46.9,6.9,0.0,3.4,45.5,40.8
Riley County,KS,0.7,4.9,7.0,8.4,0.3,3.6,83.5,76.4
Ringgold County,IA,0.3,0.5,0.7,2.7,0.1,1.1,97.3,95.0
Rio Arriba County,NM,19.4,0.8,0.9,71.1,0.2,2.0,76.6,12.8
Rio Blanco County,CO,1.5,0.7,1.2,10.7,0.1,2.7,93.7,84.2
Rio Grande County,CO,3.6,0.7,1.1,44.4,0.1,2.6,91.9,51.9
Ripley County,IN,0.4,0.9,0.5,1.9,0.0,1.2,97.1,95.5
Ripley County,MO,1.1,0.3,0.6,1.6,0.0,1.9,96.2,94.9
Ritchie County,WV,0.2,0.2,0.5,0.9,-1.0,1.0,98.1,97.3
Riverside County,CA,1.9,7.2,7.3,50.0,0.4,3.6,79.6,34.1
Roane County,TN,0.5,0.6,2.7,2.0,0.1,1.9,94.2,92.5
Roane County,WV,0.3,0.4,0.3,1.3,0.0,1.2,97.8,96.7
Roanoke County,VA,0.2,3.5,6.4,3.3,0.0,1.9,87.9,85.2
Roanoke City,VA,0.2,3.0,29.0,6.3,0.0,4.4,62.4,58.5
Roberts County,SD,38.5,0.3,0.8,3.8,0.0,3.5,57.0,55.7
Roberts County,TX,1.3,0.2,0.1,11.0,-1.0,2.5,95.9,86.2
Robertson County,KY,0.5,0.1,1.1,1.6,-1.0,1.5,96.8,95.6
Robertson County,TN,0.6,0.7,7.8,7.4,0.1,1.7,89.0,82.6
Robertson County,TX,1.1,0.8,20.2,21.9,0.1,1.7,76.1,56.6
Robeson County,NC,42.3,0.7,23.6,9.2,0.2,2.7,30.6,24.7
Rock County,MN,0.9,0.8,0.9,3.5,0.0,1.6,95.8,93.0
Rock County,NE,1.0,0.4,0.3,1.9,-1.0,0.5,97.8,96.3
Rock County,WI,0.6,1.3,5.3,9.1,0.1,2.5,90.3,82.3
Rock Island County,IL,0.6,2.7,11.1,13.2,0.0,3.0,82.6,71.0
Rockbridge County,VA,0.6,0.7,3.3,2.0,0.0,1.8,93.5,91.9
Rockcastle County,KY,0.4,0.1,0.5,1.0,0.0,1.2,97.8,96.9
Rockdale County,GA,0.5,1.9,58.1,10.5,0.2,2.3,37.0,28.9
Rockingham County,NC,0.6,0.7,19.0,6.3,0.1,2.1,77.5,72.1
Rockingham County,NH,0.2,2.2,1.1,3.3,0.0,1.5,94.9,92.2
Rockingham County,VA,0.6,1.0,2.5,7.4,0.1,1.6,94.2,87.9
Rockland County,NY,0.6,6.2,13.1,18.4,0.1,2.1,77.9,62.7
Rockwall County,TX,0.8,3.2,7.4,18.6,0.1,2.1,86.3,69.0
Roger Mills County,OK,6.8,0.6,0.7,7.4,0.1,2.8,89.0,83.4
Rogers County,OK,13.6,1.5,1.3,5.0,0.1,8.5,75.1,71.2
Rolette County,ND,78.0,0.2,0.5,2.1,0.0,2.9,18.4,17.9
Rooks County,KS,0.5,0.8,0.8,2.4,0.1,1.6,96.1,94.1
Roosevelt County,MT,60.5,0.6,0.4,4.1,0.0,3.8,34.7,33.3
Roosevelt County,NM,2.3,1.5,2.9,43.2,0.2,2.4,90.8,50.5
Roscommon County,MI,1.0,0.7,0.7,2.1,0.0,1.5,96.2,94.4
Roseau County,MN,1.9,2.8,0.7,1.5,0.0,2.0,92.6,91.5
Rosebud County,MT,39.7,1.0,0.4,5.4,0.0,3.0,55.8,54.2
Ross County,OH,0.3,0.6,5.6,1.4,0.0,2.7,90.7,89.7
Routt County,CO,0.7,0.9,1.1,6.9,0.1,1.5,95.7,89.6
Rowan County,KY,0.2,0.8,1.8,1.8,0.0,1.2,96.0,94.5
Rowan County,NC,0.6,1.2,16.9,9.4,0.1,1.8,79.4,71.4
Runnels County,TX,1.8,1.4,2.6,34.8,0.0,1.3,92.9,60.6
Rush County,IN,0.4,0.4,1.0,1.8,0.0,1.3,96.8,95.4
Rush County,KS,1.0,0.4,0.5,4.2,0.1,1.7,96.3,92.6
Rusk County,TX,1.1,0.7,17.5,17.5,0.1,1.8,78.9,63.0
Rusk County,WI,0.7,0.3,1.3,2.0,0.0,1.5,96.1,94.4
Russell County,AL,0.7,0.9,45.5,5.8,0.3,2.7,49.9,45.8
Russell County,KS,1.1,0.7,1.3,3.9,0.0,1.9,94.9,91.5
Russell County,KY,0.5,0.5,0.9,4.0,0.0,1.4,96.7,93.2
Russell County,VA,0.3,0.2,1.1,1.4,0.0,0.8,97.6,96.6
Rutherford County,NC,0.4,0.6,9.9,4.8,0.1,2.1,87.0,82.8
Rutherford County,TN,0.5,3.6,16.3,8.7,0.1,2.8,76.6,69.1
Rutland County,VT,0.3,1.0,0.7,1.6,0.0,1.5,96.4,95.1
Sabine County,TX,1.0,0.4,6.9,4.9,0.1,1.7,89.9,85.6
Sabine Parish,LA,9.3,0.4,16.8,3.9,0.0,4.0,69.5,67.4
Sac County,IA,0.2,0.5,0.4,3.8,0.2,1.3,97.3,93.8
Sacramento County,CA,1.5,17.0,10.9,23.6,1.3,6.5,62.8,43.8
Sagadahoc County,ME,0.5,0.9,0.9,1.9,0.0,1.7,96.0,94.4
Saginaw County,MI,0.6,1.4,19.3,8.7,0.1,2.4,76.3,69.1
Saguache County,CO,3.6,0.9,1.2,36.4,0.1,3.0,91.2,58.1
Salem County,NJ,0.6,1.1,14.8,9.8,0.0,2.4,81.1,73.4
Salem City,VA,0.1,1.7,6.7,3.3,0.1,3.0,87.4,85.3
Saline County,AR,0.6,1.3,8.4,5.1,0.1,1.6,87.9,83.4
Saline County,IL,0.5,0.6,3.8,1.7,0.1,2.1,92.9,91.6
Saline County,KS,0.8,2.3,3.6,11.8,0.1,3.1,90.1,79.6
Saline County,MO,0.9,1.0,5.4,10.9,1.3,2.5,88.9,79.5
Saline County,NE,1.7,3.1,1.8,26.6,0.6,1.5,91.3,67.9
Salt Lake County,UT,1.4,4.6,2.2,18.8,1.8,2.9,87.1,70.3
Saluda County,SC,1.4,0.4,26.0,15.9,1.0,1.4,69.8,58.3
Sampson County,NC,3.7,0.6,26.6,20.6,0.3,2.3,66.6,50.3
San Augustine County,TX,0.9,0.4,21.3,7.7,0.0,1.8,75.7,69.1
San Benito County,CA,3.1,3.9,1.6,60.8,0.4,3.6,87.4,32.8
San Bernardino County,CA,2.1,8.0,9.4,54.4,0.5,3.6,76.6,27.3
San Diego County,CA,1.3,12.6,5.5,34.1,0.6,4.6,75.4,45.0
San Francisco County,CA,0.7,36.0,5.6,15.2,0.5,4.5,52.8,40.2
San Jacinto County,TX,1.0,0.5,9.5,13.8,0.1,2.1,86.7,74.3
San Joaquin County,CA,2.0,17.4,8.3,42.0,0.8,5.5,66.1,30.5
San Juan County,CO,1.1,0.8,0.3,12.5,-1.0,3.2,94.6,83.2
San Juan County,NM,41.6,0.6,0.8,20.6,0.1,2.9,54.1,37.5
San Juan County,UT,49.0,0.6,0.4,5.8,0.1,2.1,47.8,44.3
San Juan County,WA,1.1,1.5,0.8,6.8,0.2,2.6,93.9,88.0
San Luis Obispo County,CA,1.4,4.0,2.0,22.9,0.2,3.6,88.8,68.5
San Mateo County,CA,0.9,30.6,2.8,24.0,1.5,4.8,59.5,38.7
San Miguel County,CO,1.3,0.8,0.9,11.4,0.1,1.9,95.0,85.2
San Miguel County,NM,3.3,1.5,2.1,77.6,0.2,2.0,90.9,17.9
San Patricio County,TX,1.0,1.2,2.1,58.5,0.2,1.5,94.1,37.6
San Saba County,TX,1.5,0.6,4.0,30.6,-1.0,1.9,92.0,63.4
Sanborn County,SD,0.5,0.2,0.4,3.2,0.0,1.9,97.0,94.2
Sanders County,MT,4.2,0.5,0.3,3.3,0.0,2.7,92.3,89.8
Sandoval County,NM,14.1,1.7,2.7,39.9,0.2,3.1,78.2,42.5
Sandusky County,OH,0.4,0.5,3.4,10.2,0.0,2.5,93.1,84.0
Sangamon County,IL,0.3,2.2,13.0,2.4,0.0,2.5,82.0,80.0
Sanilac County,MI,0.6,0.4,0.6,3.8,0.0,1.2,97.1,93.8
Sanpete County,UT,1.7,0.8,1.2,9.5,0.6,1.8,94.0,86.0
Santa Barbara County,CA,2.1,6.0,2.4,46.0,0.3,3.8,85.4,43.8
Santa Clara County,CA,1.2,39.0,2.8,25.0,0.5,4.2,52.4,30.6
Santa Cruz County,AZ,1.4,0.8,1.0,83.3,0.1,1.2,95.5,15.0
Santa Cruz County,CA,1.8,5.3,1.5,34.0,0.2,4.2,87.0,56.8
Santa Fe County,NM,4.3,1.6,1.2,50.9,0.2,2.1,90.6,43.2
Santa Rosa County,FL,0.9,2.2,6.5,5.9,0.2,3.4,86.9,82.0
Sarasota County,FL,0.3,1.8,4.7,9.6,0.1,1.6,91.5,82.8
Saratoga County,NY,0.2,2.9,2.0,3.4,0.0,1.9,92.9,90.1
Sargent County,ND,1.5,0.9,1.8,3.4,0.1,2.1,93.5,90.7
Sarpy County,NE,0.8,2.7,4.4,10.1,0.1,3.2,88.8,80.1
Sauk County,WI,1.4,0.7,1.3,5.4,0.0,1.4,95.1,90.4
Saunders County,NE,0.5,0.4,0.6,2.4,0.0,1.5,97.0,94.9
Sawyer County,WI,17.7,0.4,0.7,2.9,-1.0,3.1,78.2,76.7
Schenectady County,NY,0.7,5.0,12.7,7.4,0.2,3.8,77.5,72.5
Schleicher County,TX,1.1,0.4,1.8,54.6,-1.0,2.3,94.5,42.9
Schley County,GA,0.1,0.9,20.3,5.7,-1.0,2.9,75.8,72.1
Schoharie County,NY,0.3,0.8,1.6,3.4,0.0,1.7,95.7,92.9
Schoolcraft County,MI,9.3,0.3,0.4,1.3,-1.0,3.8,86.2,85.3
Schuyler County,IL,0.2,0.4,3.6,2.3,-1.0,0.7,95.0,92.9
Schuyler County,MO,0.4,0.3,0.1,1.7,-1.0,1.2,98.0,96.4
Schuyler County,NY,0.3,0.7,1.1,2.0,0.0,1.5,96.3,94.6
Schuylkill County,PA,0.4,0.6,3.6,5.2,0.0,1.3,94.1,90.1
Scioto County,OH,0.5,0.4,2.7,1.4,0.0,1.9,94.4,93.2
Scotland County,MO,0.3,0.2,0.1,1.1,-1.0,1.2,98.1,97.1
Scotland County,NC,12.8,0.9,38.9,3.3,0.1,2.7,44.6,42.5
Scott County,AR,2.6,3.1,0.7,7.9,0.0,2.4,91.1,84.2
Scott County,IA,0.4,2.9,8.0,7.0,0.1,3.1,85.5,79.5
Scott County,IL,0.2,0.2,0.6,1.4,0.5,1.0,97.4,96.2
Scott County,IN,0.4,0.9,0.5,2.5,0.1,1.0,97.1,95.1
Scott County,KS,1.4,1.3,0.8,18.3,0.2,1.2,95.1,78.2
Scott County,KY,0.4,1.4,5.5,4.3,0.0,2.0,90.7,87.0
Scott County,MN,1.1,6.4,5.4,5.3,0.1,2.5,84.5,80.1
Scott County,MO,0.4,0.5,12.1,2.4,0.1,1.9,85.1,83.1
Scott County,MS,0.7,0.6,38.6,11.9,0.4,1.5,58.2,48.9
Scott County,TN,0.4,0.3,0.3,1.1,0.0,1.0,98.0,97.0
Scott County,VA,0.3,0.2,0.9,1.5,0.1,0.9,97.6,96.4
Scotts Bluff County,NE,3.5,0.9,1.2,24.2,0.1,1.6,92.7,71.6
Screven County,GA,0.5,0.7,41.0,2.5,0.0,1.4,56.5,54.8
Scurry County,TX,1.4,0.8,5.5,40.8,0.1,1.9,90.4,52.4
Searcy County,AR,1.6,0.4,0.5,2.8,0.0,2.5,95.0,92.6
Sebastian County,AR,2.4,4.7,7.0,14.8,0.2,3.8,81.8,68.7
Sedgwick County,CO,1.2,1.4,0.9,16.3,0.2,2.6,93.6,79.9
Sedgwick County,KS,1.3,4.6,9.3,15.0,0.1,3.9,80.9,67.6
Seminole County,FL,0.5,5.0,13.1,22.5,0.1,2.9,78.6,58.9
Seminole County,GA,0.3,0.8,33.1,3.6,0.0,1.6,64.1,61.4
Seminole County,OK,20.1,0.4,4.3,5.3,0.1,7.9,67.2,64.1
Seneca County,NY,0.5,0.8,5.4,3.7,0.0,1.8,91.4,88.6
Seneca County,OH,0.3,0.8,2.7,5.4,0.0,2.3,94.0,89.2
Sequatchie County,TN,0.6,0.5,0.8,3.7,0.1,1.7,96.4,93.2
Sequoyah County,OK,22.5,0.8,1.8,4.3,0.1,9.9,64.8,62.3
Sevier County,AR,3.6,0.6,4.2,34.3,1.3,2.6,87.8,56.0
Sevier County,TN,0.7,1.2,1.4,6.4,0.1,1.6,95.0,89.4
Sevier County,UT,1.6,0.4,0.6,5.5,0.2,1.4,95.8,91.3
Seward County,KS,1.7,3.0,4.6,63.1,0.2,1.9,88.7,28.9
Seward County,NE,0.5,0.5,0.8,2.6,0.0,1.4,96.7,94.5
Shackelford County,TX,1.0,0.5,1.8,11.3,0.1,1.8,94.8,85.2
Shannon County,MO,1.4,0.3,0.5,2.0,0.0,2.6,95.2,93.5
Sharkey County,MS,0.2,0.6,71.0,2.3,-1.0,0.8,27.5,25.9
Sharp County,AR,1.1,0.6,1.0,2.6,0.1,2.1,95.1,92.8
Shasta County,CA,3.2,3.1,1.2,10.5,0.2,4.6,87.6,79.2
Shawano County,WI,8.6,0.5,0.6,2.9,0.1,2.2,88.0,86.2
Shawnee County,KS,1.4,1.6,8.5,12.8,0.1,4.2,84.2,73.5
Sheboygan County,WI,0.6,5.8,2.3,6.7,0.1,1.7,89.6,83.5
Shelby County,AL,0.4,2.3,13.3,5.8,0.1,1.4,82.5,77.2
Shelby County,IA,0.5,0.6,1.2,3.3,0.1,1.0,96.7,94.1
Shelby County,IL,0.3,0.3,0.4,1.2,0.0,1.0,98.0,97.0
Shelby County,IN,0.3,0.8,1.4,4.4,0.1,1.3,96.0,92.1
Shelby County,KY,0.6,1.1,7.3,9.8,0.2,2.3,88.6,80.1
Shelby County,MO,0.4,0.2,0.9,2.2,-1.0,1.5,97.0,95.1
Shelby County,OH,0.2,1.2,2.3,1.6,0.1,2.1,93.9,92.6
Shelby County,TN,0.3,2.8,54.3,6.6,0.1,1.6,40.9,35.3
Shelby County,TX,1.0,1.4,17.8,18.7,0.1,1.5,78.2,61.3
Shenandoah County,VA,0.5,1.1,2.9,7.4,0.1,1.9,93.6,87.2
Sherburne County,MN,0.6,1.3,3.2,2.8,0.0,2.1,92.8,90.5
Sheridan County,KS,0.6,0.4,0.8,5.7,0.0,1.1,97.1,92.2
Sheridan County,MT,2.4,0.5,0.6,4.2,-1.0,3.5,93.0,90.3
Sheridan County,ND,1.5,0.3,0.3,1.4,0.1,1.8,96.0,95.0
Sheridan County,NE,11.1,0.4,0.4,6.1,0.3,3.8,84.0,80.7
Sheridan County,WY,1.3,0.9,0.9,4.4,0.1,1.7,95.0,91.4
Sherman County,KS,0.6,0.5,1.1,12.4,0.2,2.1,95.5,84.0
Sherman County,NE,0.4,0.4,0.3,2.2,-1.0,0.6,98.2,96.3
Sherman County,OR,2.9,0.8,0.4,6.9,0.1,2.4,93.4,87.7
Sherman County,TX,1.3,0.8,1.9,44.2,-1.0,1.3,94.7,52.9
Shiawassee County,MI,0.6,0.5,0.8,3.1,0.1,1.6,96.4,93.8
Shoshone County,ID,1.8,0.7,0.7,3.6,0.2,2.7,94.0,91.1
Sibley County,MN,0.5,0.7,0.8,9.3,0.1,1.4,96.5,88.0
Sierra County,CA,2.6,0.9,0.7,12.7,0.1,3.1,92.6,82.1
Sierra County,NM,3.1,1.0,0.8,31.0,0.1,3.3,91.8,64.0
Silver Bow County,MT,2.3,0.7,0.7,4.7,0.1,2.4,93.7,90.2
Simpson County,KY,0.4,0.8,9.6,2.6,0.1,2.1,87.0,85.0
Simpson County,MS,0.4,0.6,35.2,1.9,0.1,1.1,62.7,61.5
Sioux County,IA,0.6,0.9,0.8,11.2,0.1,0.8,96.8,86.5
Sioux County,ND,81.4,0.2,0.7,5.1,0.0,4.0,13.6,12.5
Sioux County,NE,1.5,0.3,0.3,5.3,-1.0,2.1,95.7,91.6
Siskiyou County,CA,5.1,1.6,1.5,13.2,0.4,5.5,85.9,75.2
Sitka City and Borough,AK,15.7,7.6,1.0,7.4,0.4,9.4,65.8,61.7
Skagit County,WA,2.7,2.3,1.1,18.6,0.4,3.2,90.3,74.1
Skagway Municipality,AK,5.5,2.4,0.8,6.7,0.3,4.7,86.3,80.8
Skamania County,WA,2.0,1.1,0.7,6.8,0.3,3.2,92.8,87.0
Slope County,ND,2.9,-1.0,1.1,4.1,-1.0,0.7,95.3,93.1
Smith County,KS,0.5,0.5,0.3,2.3,0.1,2.5,96.1,94.2
Smith County,MS,0.2,0.1,23.7,1.8,0.0,0.7,75.3,73.9
Smith County,TN,0.5,0.5,2.3,3.1,0.0,1.6,95.3,92.6
Smith County,TX,0.8,1.6,17.8,20.1,0.1,1.8,77.8,59.1
Smyth County,VA,0.2,0.5,2.5,2.0,0.0,1.1,95.7,94.0
Snohomish County,WA,1.6,12.0,3.8,10.6,0.7,4.9,77.0,68.1
Snyder County,PA,0.2,0.7,1.4,2.2,0.1,1.1,96.6,94.9
Socorro County,NM,14.7,2.3,1.4,49.8,0.1,2.7,78.8,33.5
Solano County,CA,1.3,16.2,14.8,27.3,1.0,7.1,59.6,37.2
Somerset County,MD,0.5,1.0,41.5,4.0,0.1,2.7,54.2,51.4
Somerset County,ME,0.6,0.7,0.6,1.2,0.0,1.6,96.4,95.4
Somerset County,NJ,0.4,18.8,10.5,15.2,0.1,2.1,68.1,54.8
Somerset County,PA,0.2,0.5,3.1,1.6,0.0,0.8,95.4,94.1
Somervell County,TX,1.7,1.1,1.3,18.1,0.0,2.2,93.7,77.8
Sonoma County,CA,2.2,4.6,2.1,27.3,0.4,4.0,86.8,62.9
Southampton County,VA,0.5,0.5,34.7,2.0,0.1,1.9,62.3,61.0
Southeast Fairbanks Census Area,AK,12.0,2.5,2.1,7.0,0.6,5.4,77.4,72.4
Spalding County,GA,0.5,1.0,34.9,5.0,0.1,1.9,61.5,57.5
Spartanburg County,SC,0.4,2.6,20.9,7.3,0.1,2.0,74.0,67.8
Spencer County,IN,0.3,0.3,1.0,3.0,-1.0,1.2,97.1,94.6
Spencer County,KY,0.3,0.4,1.8,2.8,0.1,1.4,96.0,93.6
Spink County,SD,2.7,0.2,0.7,3.4,0.0,1.0,95.4,93.4
Spokane County,WA,1.8,2.4,2.0,6.1,0.6,4.2,88.9,84.0
Spotsylvania County,VA,0.5,2.8,17.5,10.7,0.2,3.6,75.4,66.6
St. Bernard Parish,LA,0.9,2.3,24.0,10.3,0.1,2.7,70.1,61.7
St. Charles County,MO,0.2,2.8,5.3,3.4,0.1,2.1,89.6,86.6
St. Charles Parish,LA,0.4,1.1,26.5,6.4,0.1,1.7,70.2,64.8
St. Clair County,AL,0.4,0.9,9.7,2.4,0.1,1.5,87.5,85.4
St. Clair County,IL,0.4,1.6,30.6,4.3,0.1,2.6,64.8,61.2
St. Clair County,MI,0.5,0.6,2.6,3.5,0.0,2.3,94.0,91.0
St. Clair County,MO,0.9,0.3,0.7,2.3,0.0,1.7,96.3,94.4
St. Croix County,WI,0.5,1.1,0.9,2.6,0.0,1.6,95.9,93.6
